common_key,full_fips,county,state,population,unemployment_rate,poverty_rate,disability_rate,homeownership_rate,Cost Per Meal ($),insecurity_rate,region,food_insecure_population,annual_budget_shortfall
butte california,6007,Butte County,CA,207929,0.0546153846153846,0.144089220085687,0.163,0.573,4.25,0.178551697991525,W,37127,29875207
calaveras california,6009,Calaveras County,CA,46248,0.0569230769230769,0.1263409085840451,0.203,0.84,4.86,0.1626837970345183,W,7524,6930079
colusa california,6011,Colusa County,CA,21984,0.1253846153846153,0.1085018690692993,0.121,0.622,4.16,0.1874955436079304,W,4122,3250702
contra costa california,6013,Contra Costa County,CA,1165012,0.043076923076923,0.0772300065073191,0.111,0.68,4.56,0.1331537467758146,W,155126,134164790
del norte california,6015,Del Norte County,CA,27107,0.0584615384615384,0.1271669091664934,0.211,0.701,4.08,0.1751187215355835,W,4747,3667386
el dorado california,6017,El Dorado County,CA,192662,0.0453846153846153,0.0759768994224855,0.126,0.772,5.05,0.1302372536851883,W,25092,24017641
fresno california,6019,Fresno County,CA,1016725,0.0776923076923076,0.1693408517646077,0.133,0.555,3.72,0.1928886243243113,W,196115,138132102
glenn california,6021,Glenn County,CA,28494,0.0653846153846153,0.1478005865102639,0.143,0.612,3.69,0.1780087177983307,W,5073,3552769
humboldt california,6023,Humboldt County,CA,134541,0.0484615384615384,0.1600825931120461,0.1889999999999999,0.565,4.67,0.186746728605507,W,25126,22235077
imperial california,6025,Imperial County,CA,180202,0.1861538461538461,0.1778674427834369,0.148,0.568,3.24,0.2476587602348703,W,44629,27404083
inyo california,6027,Inyo County,CA,18739,0.0392307692307692,0.1068113186444469,0.147,0.664,3.68,0.1494695116361102,W,2801,1956001
kern california,6029,Kern County,CA,915075,0.083076923076923,0.1805337611404864,0.124,0.601,3.66,0.1940335933140261,W,177556,123278727
kings california,6031,Kings County,CA,153298,0.0853846153846153,0.1478932499849732,0.128,0.542,3.61,0.1892394820719342,W,29011,19851520
lake california,6033,Lake County,CA,68152,0.0684615384615384,0.16332568065207,0.216,0.722,4.4,0.1912224336687949,W,13033,10879638
lassen california,6035,Lassen County,CA,30356,0.0584615384615384,0.1339607094843662,0.18,0.682,4.35,0.1725852632411173,W,5239,4320827
los angeles california,6037,Los Angeles County,CA,9808667,0.053076923076923,0.1269831445848816,0.113,0.4589999999999999,4.04,0.1703587886175653,W,1670993,1280898406
madera california,6039,Madera County,CA,160940,0.073076923076923,0.1760556242524984,0.142,0.675,4.39,0.1862568518672141,W,29977,24963930
marin california,6041,Marin County,CA,257969,0.0361538461538461,0.0776246658119001,0.1,0.647,5.58,0.1302651582803201,W,33605,35537855
mariposa california,6043,Mariposa County,CA,17082,0.0515384615384615,0.1356189320388349,0.178,0.747,4.39,0.1649401777445855,W,2818,2346745
mendocino california,6045,Mendocino County,CA,90244,0.0523076923076923,0.1467094294183031,0.186,0.617,4.48,0.1797900690284151,W,16225,13772150
merced california,6047,Merced County,CA,290201,0.0938461538461538,0.1747648273697884,0.125,0.54,3.8,0.2016011534560005,W,58505,42146753
modoc california,6049,Modoc County,CA,8600,0.0623076923076923,0.1769814090019569,0.182,0.774,4.35,0.1825013662501882,W,1570,1294846
mono california,6051,Mono County,CA,13148,0.04,0.078505856283634,0.093,0.654,4.48,0.1304439442861665,W,1716,1456580
monterey california,6053,Monterey County,CA,437613,0.0692307692307692,0.11842851436715,0.093,0.521,3.98,0.1665874206160477,W,72901,55004475
napa california,6055,Napa County,CA,134869,0.0376923076923076,0.077339736864601,0.128,0.634,4.88,0.1373452541775091,W,18524,17136116
nevada california,6057,Nevada County,CA,102481,0.043076923076923,0.1069509534583064,0.149,0.755,5.35,0.1452201011635423,W,14883,15081987
orange california,6059,Orange County,CA,3165820,0.0361538461538461,0.0840058792045727,0.096,0.564,4.19,0.1374847211266874,W,435252,345869808
placer california,6061,Placer County,CA,419156,0.0376923076923076,0.063085658204853,0.1169999999999999,0.748,4.65,0.1223409000624727,W,51280,45174071
plumas california,6063,Plumas County,CA,19423,0.07,0.09737067122702,0.246,0.746,4.35,0.1742690628473706,W,3385,2791754
riverside california,6065,Riverside County,CA,2478600,0.0515384615384615,0.0987889712162072,0.122,0.691,3.76,0.1456006307514731,W,360886,257084018
sacramento california,6067,Sacramento County,CA,1594006,0.0446153846153846,0.1146659256149645,0.131,0.59,4.01,0.1566401642272452,W,249686,189893497
san benito california,6069,San Benito County,CA,67290,0.0623076923076923,0.0643067389620449,0.105,0.679,4.83,0.1365923757969374,W,9192,8411076
san bernardino california,6071,San Bernardino County,CA,2197104,0.0484615384615384,0.1246430289618012,0.122,0.621,3.6,0.1577387933076257,W,346569,236453269
san diego california,6073,San Diego County,CA,3288774,0.0415384615384615,0.0902889719591084,0.111,0.546,4.07,0.1462956309981163,W,481134,370743857
san francisco california,6075,San Francisco County,CA,830235,0.0346153846153846,0.1033547860484098,0.119,0.382,5.26,0.160676865891149,W,133400,133042044
san joaquin california,6077,San Joaquin County,CA,797334,0.0615384615384615,0.116436112747338,0.126,0.62,3.99,0.1618924817398085,W,129083,97653337
san luis obispo california,6079,San Luis Obispo County,CA,281555,0.0392307692307692,0.0815368580778161,0.133,0.621,4.67,0.1413593907279888,W,39801,35221615
san mateo california,6081,San Mateo County,CA,742340,0.033076923076923,0.0622712931986169,0.094,0.585,4.91,0.1269664539573254,W,94253,87758634
santa barbara california,6083,Santa Barbara County,CA,443701,0.0415384615384615,0.1142900623953736,0.113,0.524,4.04,0.1562219930229563,W,69316,53134127
santa clara california,6085,Santa Clara County,CA,1902047,0.0376923076923076,0.0634739835506838,0.09,0.551,4.56,0.1311108240772885,W,249379,215681970
santa cruz california,6087,Santa Cruz County,CA,264926,0.0576923076923076,0.0901077731866139,0.115,0.599,5.17,0.1506952422364174,W,39924,39095841
shasta california,6089,Shasta County,CA,181436,0.05,0.1243295417764831,0.181,0.6559999999999999,4.14,0.1675394078697924,W,30398,23850553
sierra california,6091,Sierra County,CA,2746,0.0469230769230769,0.0443925233644859,0.163,0.721,5.35,0.1314059331416247,W,361,365827
siskiyou california,6093,Siskiyou County,CA,43466,0.0661538461538461,0.1526004953324442,0.173,0.6920000000000001,4.05,0.1802161336811407,W,7834,6020867
solano california,6095,Solano County,CA,451918,0.0476923076923076,0.092354471529526,0.135,0.63,4.03,0.1486001460862642,W,67156,51343621
sonoma california,6097,Sonoma County,CA,485040,0.0392307692307692,0.0829335440727394,0.126,0.626,4.83,0.1400820904783033,W,67946,62173516
stanislaus california,6099,Stanislaus County,CA,553990,0.0638461538461538,0.1268984475883831,0.126,0.612,4.02,0.1669955153685739,W,92514,70545245
sutter california,6101,Sutter County,CA,98857,0.0807692307692307,0.1359745762711864,0.15,0.613,3.83,0.18247440547588,W,18039,13103814
tehama california,6103,Tehama County,CA,65167,0.0592307692307692,0.1491787006499952,0.18,0.6709999999999999,3.87,0.1787724824619522,W,11651,8556989
trinity california,6105,Trinity County,CA,15860,0.0561538461538461,0.19810147299509,0.174,0.7170000000000001,4.14,0.1891454582651391,W,3000,2353828
tulare california,6107,Tulare County,CA,478693,0.1,0.1663622278757361,0.125,0.585,3.68,0.1984472596547444,W,94996,66337829
tuolumne california,6109,Tuolumne County,CA,54498,0.0484615384615384,0.1022840515007773,0.212,0.7390000000000001,4.48,0.1597576127905657,W,8707,7390700
ventura california,6111,Ventura County,CA,837469,0.0438461538461538,0.0859222019043443,0.1169999999999999,0.6459999999999999,4.19,0.139995401801473,W,117242,93165495
yolo california,6113,Yolo County,CA,220564,0.0515384615384615,0.0967956015210599,0.115,0.5429999999999999,4.18,0.1540608320126842,W,33981,26934564
yuba california,6115,Yuba County,CA,84507,0.0638461538461538,0.1311601126420597,0.1669999999999999,0.635,3.64,0.1748953881663946,W,14780,10202569
adams colorado,8001,Adams County,CO,530225,0.0407692307692307,0.09185563061907,0.113,0.6859999999999999,3.89,0.1369179155193774,W,72598,53464734
alamosa colorado,8003,Alamosa County,CO,16581,0.0453846153846153,0.1635158198765918,0.1939999999999999,0.5589999999999999,4.48,0.1878871752759515,W,3116,2644932
arapahoe colorado,8005,Arapahoe County,CO,659844,0.0376923076923076,0.081256329113924,0.109,0.647,4.13,0.1339605628042843,W,88394,69177376
archuleta colorado,8007,Archuleta County,CO,13900,0.0369230769230769,0.0811810848812254,0.188,0.8009999999999999,4.72,0.1382897355651822,W,1923,1721039
baca colorado,8009,Baca County,CO,3428,0.0292307692307692,0.2459777227722772,0.172,0.715,3.28,0.1924017578065499,W,660,410566
bent colorado,8011,Bent County,CO,5549,0.0469230769230769,0.2595814719021866,0.186,0.652,3.73,0.2123016640561413,W,1179,832785
boulder colorado,8013,Boulder County,CO,328961,0.0384615384615384,0.069296413245891,0.094,0.62,4.71,0.1292907168899435,W,42532,37979785
broomfield colorado,8014,Broomfield County,CO,76304,0.0369230769230769,0.0552458528400941,0.092,0.627,4.44,0.1230252385275266,W,9388,7893394
chaffee colorado,8015,Chaffee County,CO,20178,0.0376923076923076,0.0756616333820425,0.114,0.741,3.93,0.1264191238212997,W,2551,1899158
cheyenne colorado,8017,Cheyenne County,CO,1741,0.0246153846153846,0.0833840535605599,0.1009999999999999,0.726,3.32,0.1214585827051828,W,212,133581
clear creek colorado,8019,Clear Creek County,CO,9262,0.0361538461538461,0.0648977335544499,0.124,0.816,4.44,0.1187928167708466,W,1101,925716
conejos colorado,8021,Conejos County,CO,7530,0.0415384615384615,0.1083057395143487,0.187,0.765,4.35,0.1517761978264561,W,1143,942681
costilla colorado,8023,Costilla County,CO,3607,0.07,0.2096268869268014,0.226,0.79,4.35,0.2044541264596981,W,738,608660
crowley colorado,8025,Crowley County,CO,5647,0.0384615384615384,0.1921764242583355,0.213,0.695,3.77,0.1883238805460751,W,1064,760096
custer colorado,8027,Custer County,CO,5247,0.0384615384615384,0.1263035921205098,0.1669999999999999,0.853,3.82,0.1461281002763169,W,767,555621
delta colorado,8029,Delta County,CO,31598,0.053076923076923,0.1378293222497821,0.187,0.779,3.87,0.1658917196023122,W,5242,3849947
denver colorado,8031,Denver County,CO,718877,0.04,0.1027477241139426,0.105,0.488,4.33,0.1526542444058289,W,109740,90066846
dolores colorado,8033,Dolores County,CO,2432,0.0415384615384615,0.1892933618843683,0.135,0.813,3.94,0.1649600884533026,W,402,300086
douglas colorado,8035,Douglas County,CO,377150,0.0369230769230769,0.0347024151692763,0.081,0.774,4.45,0.1035898172208151,W,39069,32927464
eagle colorado,8037,Eagle County,CO,55135,0.0307692307692307,0.0797448464214897,0.066,0.659,4.74,0.1209081351657807,W,6667,5993564
elbert colorado,8039,Elbert County,CO,27874,0.0338461538461538,0.0498613934577712,0.105,0.95,4.05,0.0994632133972108,W,2773,2131206
el paso colorado,8041,El Paso County,CO,742999,0.04,0.0780489278685128,0.127,0.662,4.0,0.1364562440523463,W,101387,76904325
fremont colorado,8043,Fremont County,CO,49634,0.0553846153846153,0.125293542074364,0.19,0.7559999999999999,3.82,0.1650183790456119,W,8191,5933635
garfield colorado,8045,Garfield County,CO,62479,0.0292307692307692,0.0734613956314776,0.0969999999999999,0.696,4.18,0.1216253371958044,W,7600,6024034
gilpin colorado,8047,Gilpin County,CO,5901,0.0338461538461538,0.1147658205219878,0.133,0.875,4.32,0.1318804831825307,W,779,637785
grand colorado,8049,Grand County,CO,15895,0.0315384615384615,0.0715069377218457,0.093,0.7340000000000001,4.94,0.1185479956313451,W,1885,1766465
gunnison colorado,8051,Gunnison County,CO,17241,0.0315384615384615,0.0756392492757274,0.102,0.6679999999999999,3.84,0.1263879230672338,W,2180,1587960
hinsdale colorado,8053,Hinsdale County,CO,1005,0.0392307692307692,0.0417515274949083,0.075,0.7609999999999999,4.34,0.1067266609744634,W,108,88856
huerfano colorado,8055,Huerfano County,CO,6972,0.0653846153846153,0.1618947684005396,0.261,0.7509999999999999,3.8,0.1961829861859022,W,1368,985501
jackson colorado,8057,Jackson County,CO,1372,0.0307692307692307,0.1476014760147601,0.122,0.711,5.12,0.1508325361907465,W,207,201044
jefferson colorado,8059,Jefferson County,CO,579377,0.0376923076923076,0.058202946190749,0.11,0.7070000000000001,4.34,0.1222448396737902,W,70826,58271106
kiowa colorado,8061,Kiowa County,CO,1376,0.0269230769230769,0.1185410334346504,0.123,0.687,3.69,0.1413172384849194,W,195,136564
kit carson colorado,8063,Kit Carson County,CO,7023,0.0292307692307692,0.0935893559117024,0.162,0.726,3.54,0.139047820008839,W,977,654813
lake colorado,8065,Lake County,CO,7380,0.0323076923076923,0.0788571428571428,0.08,0.7559999999999999,5.08,0.1172061098901099,W,865,833171
la plata colorado,8067,La Plata County,CO,56331,0.0376923076923076,0.104912854644932,0.106,0.7090000000000001,4.63,0.136818529280579,W,7708,6759270
larimer colorado,8069,Larimer County,CO,367368,0.0376923076923076,0.0728366964472774,0.107,0.64,4.28,0.1312662447589576,W,48224,39095007
las animas colorado,8071,Las Animas County,CO,14413,0.06,0.1739228175346572,0.216,0.6859999999999999,3.75,0.1934043754215061,W,2788,1980490
lincoln colorado,8073,Lincoln County,CO,5550,0.0476923076923076,0.1015753585704208,0.174,0.7170000000000001,4.14,0.1532064805838412,W,851,667703
logan colorado,8075,Logan County,CO,20892,0.033076923076923,0.1511692341793195,0.1639999999999999,0.6629999999999999,3.6,0.1648025703629187,W,3444,2349734
mesa colorado,8077,Mesa County,CO,158601,0.04,0.0963169977043617,0.153,0.725,3.95,0.1431962432378481,W,22712,16999686
mineral colorado,8079,Mineral County,CO,729,0.0546153846153846,0.1008522727272727,0.172,0.6970000000000001,4.66,0.1571750314685314,W,115,101538
moffat colorado,8081,Moffat County,CO,13207,0.0376923076923076,0.074718526100307,0.162,0.6940000000000001,5.02,0.1389470122037635,W,1836,1746336
montezuma colorado,8083,Montezuma County,CO,26412,0.05,0.126296208343228,0.146,0.762,3.94,0.1537363411699517,W,4061,3031465
montrose colorado,8085,Montrose County,CO,43807,0.0407692307692307,0.1053478086047446,0.141,0.754,4.17,0.1421133186106214,W,6226,4922458
morgan colorado,8087,Morgan County,CO,29520,0.0384615384615384,0.1355556350370184,0.1169999999999999,0.6729999999999999,3.54,0.1520797785245978,W,4490,3009328
otero colorado,8089,Otero County,CO,18321,0.0538461538461538,0.2026682134570765,0.193,0.6890000000000001,3.69,0.1953500776369802,W,3580,2507178
ouray colorado,8091,Ouray County,CO,5087,0.0446153846153846,0.0428486411426304,0.131,0.825,4.23,0.1161118257824302,W,591,474378
park colorado,8093,Park County,CO,17907,0.0384615384615384,0.0498134863701578,0.109,0.862,4.88,0.1086103851672,W,1945,1799274
phillips colorado,8095,Phillips County,CO,4496,0.0269230769230769,0.172454523978266,0.121,0.7190000000000001,3.6,0.1565485173453997,W,704,480317
pitkin colorado,8097,Pitkin County,CO,16985,0.033076923076923,0.0786039272030651,0.09,0.628,4.91,0.1285438884468022,W,2184,2033515
prowers colorado,8099,Prowers County,CO,11910,0.0353846153846153,0.1706769617525588,0.168,0.6709999999999999,3.36,0.1725646743787726,W,2056,1307853
pueblo colorado,8101,Pueblo County,CO,169356,0.0561538461538461,0.137644712581685,0.174,0.6890000000000001,3.69,0.1710618138078886,W,28971,20289232
rio blanco colorado,8103,Rio Blanco County,CO,6544,0.0376923076923076,0.0875336021505376,0.136,0.743,4.33,0.13457461745244,W,881,723063
rio grande colorado,8105,Rio Grande County,CO,11321,0.0461538461538461,0.1701888909668973,0.173,0.6709999999999999,3.93,0.1783464810317791,W,2020,1503841
routt colorado,8107,Routt County,CO,25084,0.0315384615384615,0.0487965710517639,0.074,0.76,4.92,0.1054001538968779,W,2644,2467124
saguache colorado,8109,Saguache County,CO,6580,0.0438461538461538,0.1622414325409077,0.238,0.769,3.82,0.1805583863728121,W,1189,861323
san juan colorado,8111,San Juan County,CO,724,0.0315384615384615,0.2231884057971014,0.018,0.529,4.84,0.16861124303233,W,123,112797
san miguel colorado,8113,San Miguel County,CO,7968,0.04,0.0932127849229593,0.078,0.63,4.13,0.1340606445944225,W,1069,836602
sedgwick colorado,8115,Sedgwick County,CO,2304,0.033076923076923,0.1252319109461966,0.1689999999999999,0.718,3.56,0.1532763790495219,W,354,238682
summit colorado,8117,Summit County,CO,31017,0.0284615384615384,0.0655247238295633,0.063,0.721,5.02,0.1101295160037227,W,3416,3249173
teller colorado,8119,Teller County,CO,24825,0.0384615384615384,0.0718441794247513,0.124,0.81,4.1,0.1225865752613251,W,3044,2363918
washington colorado,8121,Washington County,CO,4831,0.0315384615384615,0.0806666666666666,0.125,0.736,3.54,0.1277830256410256,W,618,414201
weld colorado,8123,Weld County,CO,350396,0.0423076923076923,0.0862256654026888,0.1159999999999999,0.76,4.07,0.1310964593752311,W,45936,35396563
yuma colorado,8125,Yuma County,CO,9979,0.0223076923076923,0.171293814985529,0.085,0.6890000000000001,3.56,0.1490420850367341,W,1488,1003272
capitol planning region connecticut,9110,Capitol Planning Region,CT,977290,0.0353846153846153,0.0952469419804098,0.124,0.657,4.11,0.1398039078144191,NE,136629,106318893
greater bridgeport planning region connecticut,9120,Greater Bridgeport Planning Region,CT,329259,0.0369230769230769,0.1151689200090348,0.125,0.653,3.95,0.147607696827615,NE,48602,36365399
lower connecticut river valley planning region connecticut,9130,Lower Connecticut River Valley Planning Region,CT,175822,0.0269230769230769,0.0639906148710754,0.1169999999999999,0.758,4.44,0.1169774995218124,NE,20568,17318388
naugatuck valley planning region connecticut,9140,Naugatuck Valley Planning Region,CT,454969,0.0369230769230769,0.1057160220614372,0.138,0.6859999999999999,4.11,0.1447003347090125,NE,65835,51230005
northeastern connecticut planning region connecticut,9150,Northeastern Connecticut Planning Region,CT,96312,0.033076923076923,0.0715740690844425,0.142,0.773,4.08,0.1262109755514195,NE,12156,9410775
northwest hills planning region connecticut,9160,Northwest Hills Planning Region,CT,113216,0.0292307692307692,0.0829006053612477,0.123,0.763,4.11,0.1251501548260881,NE,14169,11025714
south central connecticut planning region connecticut,9170,South Central Connecticut Planning Region,CT,570598,0.0315384615384615,0.1033990508169352,0.119,0.605,4.11,0.1434431771789148,NE,81849,63691420
southeastern connecticut planning region connecticut,9180,Southeastern Connecticut Planning Region,CT,279971,0.03,0.1005244454305157,0.148,0.6509999999999999,4.44,0.1442571158829312,NE,40388,34006955
