County,Population,Poverty,Poverty_Ugstudents,
"Plaquemines Parish, Louisiana",,,,
    Estimate,"21,537","2,756",0,
"Pointe Coupee Parish, Louisiana",,,,
    Estimate,"19,441","3,255",100,
"Rapides Parish, Louisiana",,,,
    Estimate,"120,092","23,483",731,
"Red River Parish, Louisiana",,,,
    Estimate,"6,884","1,769",84,
"Richland Parish, Louisiana",,,,
    Estimate,"18,183","4,313",174,
"Sabine Parish, Louisiana",,,,
    Estimate,"20,884","4,963",101,
"St. Bernard Parish, Louisiana",,,,
    Estimate,"42,647","9,630",514,
"St. Charles Parish, Louisiana",,,,
    Estimate,"49,609","5,831",282,
"St. Helena Parish, Louisiana",,,,
    Estimate,"10,471","3,401",29,
"St. James Parish, Louisiana",,,,
    Estimate,"18,947","2,073",42,
"St. John the Baptist Parish, Louisiana",,,,
    Estimate,"38,942","5,543",100,
"St. Landry Parish, Louisiana",,,,
    Estimate,"76,918","20,383",460,
"St. Martin Parish, Louisiana",,,,
    Estimate,"49,389","7,427",289,
"St. Mary Parish, Louisiana",,,,
    Estimate,"45,242","9,410",115,
"St. Tammany Parish, Louisiana",,,,
    Estimate,"260,558","29,356","1,251",
"Tangipahoa Parish, Louisiana",,,,
    Estimate,"126,940","23,700","1,386",
"Tensas Parish, Louisiana",,,,
    Estimate,"3,611","1,228",20,
"Terrebonne Parish, Louisiana",,,,
    Estimate,"100,750","15,934",813,
"Union Parish, Louisiana",,,,
    Estimate,"19,423","5,396",55,
"Vermilion Parish, Louisiana",,,,
    Estimate,"54,076","10,605",392,
"Vernon Parish, Louisiana",,,,
    Estimate,"43,167","8,039",144,
"Washington Parish, Louisiana",,,,
    Estimate,"41,397","9,661",76,
"Webster Parish, Louisiana",,,,
    Estimate,"33,782","7,672",290,
"West Baton Rouge Parish, Louisiana",,,,
    Estimate,"26,119","3,475",106,
"West Carroll Parish, Louisiana",,,,
    Estimate,"9,116","1,454",29,
"West Feliciana Parish, Louisiana",,,,
    Estimate,"10,366","1,103",7,
"Winn Parish, Louisiana",,,,
    Estimate,"11,676","2,750",97,
"Androscoggin County, Maine",,,,
    Estimate,"105,360","14,421",885,
"Aroostook County, Maine",,,,
    Estimate,"63,607","9,099",255,
"Cumberland County, Maine",,,,
    Estimate,"291,030","21,592","1,438",
"Franklin County, Maine",,,,
    Estimate,"28,479","3,438",487,
"Hancock County, Maine",,,,
    Estimate,"53,790","5,277",224,
"Kennebec County, Maine",,,,
    Estimate,"119,451","13,743",467,
"Knox County, Maine",,,,
    Estimate,"38,391","3,163",54,
"Lincoln County, Maine",,,,
    Estimate,"34,648","2,729",59,
"Oxford County, Maine",,,,
    Estimate,"56,709","7,829",132,
"Penobscot County, Maine",,,,
    Estimate,"143,486","20,176","2,903",
"Piscataquis County, Maine",,,,
    Estimate,"16,645","2,556",34,
"Sagadahoc County, Maine",,,,
    Estimate,"36,047","3,625",285,
"Somerset County, Maine",,,,
    Estimate,"48,701","6,882",133,
"Waldo County, Maine",,,,
    Estimate,"38,283","4,622",65,
"Washington County, Maine",,,,
    Estimate,"29,584","5,037",216,
"York County, Maine",,,,
    Estimate,"208,006","15,772",689,
"Allegany County, Maryland",,,,
    Estimate,"59,320","9,861",983,
"Anne Arundel County, Maryland",,,,
    Estimate,"564,607","31,617","2,188",
"Baltimore County, Maryland",,,,
    Estimate,"803,400","77,532","7,240",
"Calvert County, Maryland",,,,
    Estimate,"91,147","3,558",276,
"Caroline County, Maryland",,,,
    Estimate,"32,008","3,824",161,
"Carroll County, Maryland",,,,
    Estimate,"166,012","8,654",352,
"Cecil County, Maryland",,,,
    Estimate,"99,962","10,662",343,
"Charles County, Maryland",,,,
    Estimate,"163,731","11,126",679,
"Dorchester County, Maryland",,,,
    Estimate,"31,406","5,231",88,
"Frederick County, Maryland",,,,
    Estimate,"272,872","16,167",970,
"Garrett County, Maryland",,,,
    Estimate,"27,091","3,066",104,
"Harford County, Maryland",,,,
    Estimate,"254,269","18,028",816,
"Howard County, Maryland",,,,
    Estimate,"323,151","16,891",871,
"Kent County, Maryland",,,,
    Estimate,"17,487","1,693",53,
"Montgomery County, Maryland",,,,
    Estimate,"1,020,985","75,016","4,205",
"Prince George's County, Maryland",,,,
    Estimate,"904,622","97,283","8,538",
"Queen Anne's County, Maryland",,,,
    Estimate,"50,152","3,253",109,
"St. Mary's County, Maryland",,,,
    Estimate,"108,303","8,526",356,
"Somerset County, Maryland",,,,
    Estimate,"19,285","3,203",241,
"Talbot County, Maryland",,,,
    Estimate,"36,387","3,370",225,
"Washington County, Maryland",,,,
    Estimate,"143,133","17,114",879,
"Wicomico County, Maryland",,,,
    Estimate,"97,886","13,634","2,371",
"Worcester County, Maryland",,,,
    Estimate,"51,539","4,976",256,
"Baltimore city, Maryland",,,,
    Estimate,"533,067","104,039","5,104",
"Barnstable County, Massachusetts",,,,
    Estimate,"224,654","17,020",550,
"Berkshire County, Massachusetts",,,,
    Estimate,"121,491","13,726",958,
"Bristol County, Massachusetts",,,,
    Estimate,"551,401","61,523","2,284",
"Dukes County, Massachusetts",,,,
    Estimate,"20,233",890,22,
"Essex County, Massachusetts",,,,
    Estimate,"772,329","71,608","3,210",
"Franklin County, Massachusetts",,,,
    Estimate,"68,636","8,198",376,
"Hampden County, Massachusetts",,,,
    Estimate,"436,869","70,264","3,237",
"Hampshire County, Massachusetts",,,,
    Estimate,"136,284","15,303","3,919",
"Middlesex County, Massachusetts",,,,
    Estimate,"1,535,179","118,455","8,886",
"Nantucket County, Massachusetts",,,,
    Estimate,"13,787",451,36,
"Norfolk County, Massachusetts",,,,
    Estimate,"693,632","46,891","4,530",
"Plymouth County, Massachusetts",,,,
    Estimate,"509,928","35,831","1,624",
"Suffolk County, Massachusetts",,,,
    Estimate,"718,263","116,572","13,653",
"Worcester County, Massachusetts",,,,
    Estimate,"816,916","83,402","6,159",
"Alcona County, Michigan",,,,
    Estimate,"10,052","1,207",7,
"Alger County, Michigan",,,,
    Estimate,"7,541",795,0,
"Allegan County, Michigan",,,,
    Estimate,"116,524","9,496",175,
"Alpena County, Michigan",,,,
    Estimate,"27,623","4,933",82,
"Antrim County, Michigan",,,,
    Estimate,"23,309","2,241",64,
"Arenac County, Michigan",,,,
    Estimate,"14,501","1,655",19,
"Baraga County, Michigan",,,,
    Estimate,"7,035","1,070",12,
"Barry County, Michigan",,,,
    Estimate,"61,322","5,179",58,
"Bay County, Michigan",,,,
    Estimate,"99,094","12,869",420,
"Benzie County, Michigan",,,,
    Estimate,"17,582","1,654",25,
"Berrien County, Michigan",,,,
    Estimate,"145,966","21,530",422,
"Branch County, Michigan",,,,
    Estimate,"41,704","6,605",174,
"Calhoun County, Michigan",,,,
    Estimate,"125,785","16,881",608,
"Cass County, Michigan",,,,
    Estimate,"49,572","5,765",106,
"Charlevoix County, Michigan",,,,
    Estimate,"25,256","2,166",51,
"Cheboygan County, Michigan",,,,
    Estimate,"25,013","3,039",57,
"Chippewa County, Michigan",,,,
    Estimate,"30,993","4,295",384,
"Clare County, Michigan",,,,
    Estimate,"29,965","6,394",207,
"Clinton County, Michigan",,,,
    Estimate,"76,279","7,351","1,455",
"Crawford County, Michigan",,,,
    Estimate,"12,932","1,892",5,
"Delta County, Michigan",,,,
    Estimate,"35,192","4,397",161,
"Dickinson County, Michigan",,,,
    Estimate,"24,905","2,682",135,
"Eaton County, Michigan",,,,
    Estimate,"104,237","8,565",470,
"Emmet County, Michigan",,,,
    Estimate,"32,864","2,815",76,
"Genesee County, Michigan",,,,
    Estimate,"385,692","62,312","1,505",
"Gladwin County, Michigan",,,,
    Estimate,"24,698","3,576",29,
"Gogebic County, Michigan",,,,
    Estimate,"13,727","1,927",46,
"Grand Traverse County, Michigan",,,,
    Estimate,"92,514","8,761",274,
"Gratiot County, Michigan",,,,
    Estimate,"34,231","4,677",105,
"Hillsdale County, Michigan",,,,
    Estimate,"42,624","6,025",293,
"Houghton County, Michigan",,,,
    Estimate,"32,270","5,324","1,838",
"Huron County, Michigan",,,,
    Estimate,"29,978","3,756",38,
"Ingham County, Michigan",,,,
    Estimate,"258,622","42,844","11,913",
"Ionia County, Michigan",,,,
    Estimate,"61,096","6,572",209,
"Iosco County, Michigan",,,,
    Estimate,"24,529","4,331",173,
"Iron County, Michigan",,,,
    Estimate,"11,069","1,818",22,
"Isabella County, Michigan",,,,
    Estimate,"57,656","12,579","3,650",
"Jackson County, Michigan",,,,
    Estimate,"145,894","16,573",405,
"Kalamazoo County, Michigan",,,,
    Estimate,"247,256","31,279","6,461",
"Kalkaska County, Michigan",,,,
    Estimate,"17,528","2,111",16,
"Kent County, Michigan",,,,
    Estimate,"630,150","62,840","4,348",
"Keweenaw County, Michigan",,,,
    Estimate,"2,090",296,0,
"Lake County, Michigan",,,,
    Estimate,"12,146","2,484",29,
"Lapeer County, Michigan",,,,
    Estimate,"84,823","8,236",227,
"Leelanau County, Michigan",,,,
    Estimate,"22,123","1,454",45,
"Lenawee County, Michigan",,,,
    Estimate,"91,027","9,574",646,
"Livingston County, Michigan",,,,
    Estimate,"188,897","9,606",425,
"Luce County, Michigan",,,,
    Estimate,"5,092",828,11,
"Mackinac County, Michigan",,,,
    Estimate,"10,559","1,690",68,
"Macomb County, Michigan",,,,
    Estimate,"844,515","86,345","4,106",
"Manistee County, Michigan",,,,
    Estimate,"23,315","2,944",41,
"Marquette County, Michigan",,,,
    Estimate,"61,479","8,636","1,919",
"Mason County, Michigan",,,,
    Estimate,"28,102","3,858",73,
"Mecosta County, Michigan",,,,
    Estimate,"37,731","7,402","1,640",
"Menominee County, Michigan",,,,
    Estimate,"22,323","2,726",46,
"Midland County, Michigan",,,,
    Estimate,"80,053","8,597",448,
"Missaukee County, Michigan",,,,
    Estimate,"14,610","1,651",21,
"Monroe County, Michigan",,,,
    Estimate,"149,063","15,596",673,
"Montcalm County, Michigan",,,,
    Estimate,"62,890","7,751",177,
"Montmorency County, Michigan",,,,
    Estimate,"9,283","1,661",3,
"Muskegon County, Michigan",,,,
    Estimate,"164,636","22,696",597,
"Newaygo County, Michigan",,,,
    Estimate,"48,815","6,249",64,
"Oakland County, Michigan",,,,
    Estimate,"1,230,134","94,830","4,588",
"Oceana County, Michigan",,,,
    Estimate,"25,866","3,499",86,
"Ogemaw County, Michigan",,,,
    Estimate,"20,096","3,324",109,
"Ontonagon County, Michigan",,,,
    Estimate,"5,724",713,6,
"Osceola County, Michigan",,,,
    Estimate,"22,202","3,502",110,
"Oscoda County, Michigan",,,,
    Estimate,"8,131","1,406",6,
"Otsego County, Michigan",,,,
    Estimate,"24,554","1,936",57,
"Ottawa County, Michigan",,,,
    Estimate,"281,697","23,485","6,023",
"Presque Isle County, Michigan",,,,
    Estimate,"12,778","1,739",7,
"Roscommon County, Michigan",,,,
    Estimate,"23,084","3,576",103,
"Saginaw County, Michigan",,,,
    Estimate,"176,392","31,301","2,064",
"St. Clair County, Michigan",,,,
    Estimate,"153,992","17,193",499,
"St. Joseph County, Michigan",,,,
    Estimate,"57,889","6,455",188,
"Sanilac County, Michigan",,,,
    Estimate,"38,780","5,798",75,
"Schoolcraft County, Michigan",,,,
    Estimate,"7,818","1,062",4,
"Shiawassee County, Michigan",,,,
    Estimate,"64,964","7,678",143,
"Tuscola County, Michigan",,,,
    Estimate,"50,828","6,499",192,
"Van Buren County, Michigan",,,,
    Estimate,"72,708","10,153",225,
"Washtenaw County, Michigan",,,,
    Estimate,"341,956","48,754","17,526",
"Wayne County, Michigan",,,,
    Estimate,"1,690,733","343,890","13,894",
"Wexford County, Michigan",,,,
    Estimate,"32,278","4,465",27,
"Aitkin County, Minnesota",,,,
    Estimate,"15,486","2,026",15,
"Anoka County, Minnesota",,,,
    Estimate,"354,167","24,421",918,
"Becker County, Minnesota",,,,
    Estimate,"33,614","4,271",81,
"Beltrami County, Minnesota",,,,
    Estimate,"42,800","6,853",803,
"Benton County, Minnesota",,,,
    Estimate,"39,349","3,751",351,
"Big Stone County, Minnesota",,,,
    Estimate,"4,837",610,3,
"Blue Earth County, Minnesota",,,,
    Estimate,"64,020","10,077","3,826",
"Brown County, Minnesota",,,,
    Estimate,"23,906","2,059",141,
"Carlton County, Minnesota",,,,
    Estimate,"33,713","3,978",121,
"Carver County, Minnesota",,,,
    Estimate,"105,436","4,642",124,
"Cass County, Minnesota",,,,
    Estimate,"29,767","3,756",69,
"Chippewa County, Minnesota",,,,
    Estimate,"11,703","1,692",44,
"Chisago County, Minnesota",,,,
    Estimate,"54,885","3,216",72,
"Clay County, Minnesota",,,,
    Estimate,"60,415","8,105","1,791",
"Clearwater County, Minnesota",,,,
    Estimate,"8,162","1,000",14,
"Cook County, Minnesota",,,,
    Estimate,"5,472",562,13,
"Cottonwood County, Minnesota",,,,
    Estimate,"10,717","1,603",60,
"Crow Wing County, Minnesota",,,,
    Estimate,"64,647","6,295",246,
"Dakota County, Minnesota",,,,
    Estimate,"427,796","25,133","1,527",
"Dodge County, Minnesota",,,,
    Estimate,"19,934","1,378",30,
"Douglas County, Minnesota",,,,
    Estimate,"37,711","3,365",210,
"Faribault County, Minnesota",,,,
    Estimate,"13,251","1,356",27,
"Fillmore County, Minnesota",,,,
    Estimate,"20,139","1,666",45,
"Freeborn County, Minnesota",,,,
    Estimate,"29,209","3,126",78,
"Goodhue County, Minnesota",,,,
    Estimate,"45,563","4,157",112,
"Grant County, Minnesota",,,,
    Estimate,"5,820",660,23,
"Hennepin County, Minnesota",,,,
    Estimate,"1,201,415","119,968","15,944",
"Houston County, Minnesota",,,,
    Estimate,"17,901","1,196",24,
"Hubbard County, Minnesota",,,,
    Estimate,"21,077","2,274",26,
"Isanti County, Minnesota",,,,
    Estimate,"40,695","3,072",63,
"Itasca County, Minnesota",,,,
    Estimate,"42,893","5,095",185,
"Jackson County, Minnesota",,,,
    Estimate,"9,452",768,70,
"Kanabec County, Minnesota",,,,
    Estimate,"15,685","1,578",22,
"Kandiyohi County, Minnesota",,,,
    Estimate,"41,314","3,528",283,
"Kittson County, Minnesota",,,,
    Estimate,"3,858",357,30,
"Koochiching County, Minnesota",,,,
    Estimate,"11,303","1,208",6,
"Lac qui Parle County, Minnesota",,,,
    Estimate,"6,306",487,22,
"Lake County, Minnesota",,,,
    Estimate,"10,377",892,90,
"Lake of the Woods County, Minnesota",,,,
    Estimate,"3,631",232,12,
"Le Sueur County, Minnesota",,,,
    Estimate,"27,862","1,791",126,
"Lincoln County, Minnesota",,,,
    Estimate,"5,233",608,64,
"Lyon County, Minnesota",,,,
    Estimate,"23,910","2,877",340,
"McLeod County, Minnesota",,,,
    Estimate,"35,010","3,024",22,
"Mahnomen County, Minnesota",,,,
    Estimate,"5,032",909,35,
"Marshall County, Minnesota",,,,
    Estimate,"8,496",697,22,
"Martin County, Minnesota",,,,
    Estimate,"18,885","2,537",184,
"Meeker County, Minnesota",,,,
    Estimate,"22,428","2,010",104,
"Mille Lacs County, Minnesota",,,,
    Estimate,"25,835","2,649",24,
"Morrison County, Minnesota",,,,
    Estimate,"32,723","3,568",60,
"Mower County, Minnesota",,,,
    Estimate,"37,951","3,888",125,
"Murray County, Minnesota",,,,
    Estimate,"7,767",721,71,
"Nicollet County, Minnesota",,,,
    Estimate,"30,981","2,477",143,
"Nobles County, Minnesota",,,,
    Estimate,"20,633","2,868",60,
"Norman County, Minnesota",,,,
    Estimate,"5,965",597,14,
"Olmsted County, Minnesota",,,,
    Estimate,"155,233","11,612","1,219",
"Otter Tail County, Minnesota",,,,
    Estimate,"57,558","5,012",168,
"Pennington County, Minnesota",,,,
    Estimate,"13,142","1,378",118,
"Pine County, Minnesota",,,,
    Estimate,"27,479","3,041",85,
"Pipestone County, Minnesota",,,,
    Estimate,"8,734",905,2,
"Polk County, Minnesota",,,,
    Estimate,"28,413","3,398",97,
"Pope County, Minnesota",,,,
    Estimate,"10,875","1,039",19,
"Ramsey County, Minnesota",,,,
    Estimate,"508,646","61,256","4,887",
"Red Lake County, Minnesota",,,,
    Estimate,"3,735",268,2,
"Redwood County, Minnesota",,,,
    Estimate,"14,518","1,954",55,
"Renville County, Minnesota",,,,
    Estimate,"13,772","1,502",85,
"Rice County, Minnesota",,,,
    Estimate,"58,124","5,721",361,
"Rock County, Minnesota",,,,
    Estimate,"9,109",980,151,
"Roseau County, Minnesota",,,,
    Estimate,"14,615","1,710",14,
"St. Louis County, Minnesota",,,,
    Estimate,"188,383","24,740","4,897",
"Scott County, Minnesota",,,,
    Estimate,"147,575","6,550",234,
"Sherburne County, Minnesota",,,,
    Estimate,"95,167","4,950",280,
"Sibley County, Minnesota",,,,
    Estimate,"14,353","1,310",30,
"Stearns County, Minnesota",,,,
    Estimate,"148,439","19,103","3,171",
"Steele County, Minnesota",,,,
    Estimate,"35,890","2,964",156,
"Stevens County, Minnesota",,,,
    Estimate,"8,922","1,015",369,
"Swift County, Minnesota",,,,
    Estimate,"9,253","1,126",30,
"Todd County, Minnesota",,,,
    Estimate,"24,246","2,708",42,
"Traverse County, Minnesota",,,,
    Estimate,"3,026",326,0,
"Wabasha County, Minnesota",,,,
    Estimate,"20,721","1,472",22,
"Wadena County, Minnesota",,,,
    Estimate,"13,283","1,564",171,
"Waseca County, Minnesota",,,,
    Estimate,"17,274","1,263",35,
"Washington County, Minnesota",,,,
    Estimate,"264,109","13,462",604,
"Watonwan County, Minnesota",,,,
    Estimate,"10,495","1,367",26,
"Wilkin County, Minnesota",,,,
    Estimate,"5,963",860,64,
"Winona County, Minnesota",,,,
    Estimate,"45,554","6,810","2,410",
