"Label (Grouping)","Total"
"    Estimate","5,400"
"    Margin of Error","*****"
"Harvey County, Kansas",""
"    Estimate","33,756"
"    Margin of Error","*****"
"Haskell County, Kansas",""
"    Estimate","3,641"
"    Margin of Error","*****"
"Hodgeman County, Kansas",""
"    Estimate","1,652"
"    Margin of Error","±160"
"Jackson County, Kansas",""
"    Estimate","13,341"
"    Margin of Error","*****"
"Jefferson County, Kansas",""
"    Estimate","18,349"
"    Margin of Error","*****"
"Jewell County, Kansas",""
"    Estimate","2,916"
"    Margin of Error","*****"
"Johnson County, Kansas",""
"    Estimate","620,631"
"    Margin of Error","*****"
"Kearny County, Kansas",""
"    Estimate","3,864"
"    Margin of Error","*****"
"Kingman County, Kansas",""
"    Estimate","7,186"
"    Margin of Error","*****"
"Kiowa County, Kansas",""
"    Estimate","2,422"
"    Margin of Error","*****"
"Labette County, Kansas",""
"    Estimate","19,869"
"    Margin of Error","*****"
"Lane County, Kansas",""
"    Estimate","1,461"
"    Margin of Error","±149"
"Leavenworth County, Kansas",""
"    Estimate","83,123"
"    Margin of Error","*****"
"Lincoln County, Kansas",""
"    Estimate","2,923"
"    Margin of Error","*****"
"Linn County, Kansas",""
"    Estimate","9,767"
"    Margin of Error","*****"
"Logan County, Kansas",""
"    Estimate","2,707"
"    Margin of Error","*****"
"Lyon County, Kansas",""
"    Estimate","32,186"
"    Margin of Error","*****"
"McPherson County, Kansas",""
"    Estimate","30,205"
"    Margin of Error","*****"
"Marion County, Kansas",""
"    Estimate","11,754"
"    Margin of Error","*****"
"Marshall County, Kansas",""
"    Estimate","9,993"
"    Margin of Error","*****"
"Meade County, Kansas",""
"    Estimate","3,903"
"    Margin of Error","±166"
"Miami County, Kansas",""
"    Estimate","34,938"
"    Margin of Error","*****"
"Mitchell County, Kansas",""
"    Estimate","5,779"
"    Margin of Error","*****"
"Montgomery County, Kansas",""
"    Estimate","30,940"
"    Margin of Error","*****"
"Morris County, Kansas",""
"    Estimate","5,340"
"    Margin of Error","*****"
"Morton County, Kansas",""
"    Estimate","2,611"
"    Margin of Error","*****"
"Nemaha County, Kansas",""
"    Estimate","10,160"
"    Margin of Error","*****"
"Neosho County, Kansas",""
"    Estimate","15,656"
"    Margin of Error","*****"
"Ness County, Kansas",""
"    Estimate","2,653"
"    Margin of Error","*****"
"Norton County, Kansas",""
"    Estimate","5,359"
"    Margin of Error","*****"
"Osage County, Kansas",""
"    Estimate","15,744"
"    Margin of Error","*****"
"Osborne County, Kansas",""
"    Estimate","3,452"
"    Margin of Error","*****"
"Ottawa County, Kansas",""
"    Estimate","5,819"
"    Margin of Error","*****"
"Pawnee County, Kansas",""
"    Estimate","6,144"
"    Margin of Error","*****"
"Phillips County, Kansas",""
"    Estimate","4,813"
"    Margin of Error","*****"
"Pottawatomie County, Kansas",""
"    Estimate","26,204"
"    Margin of Error","*****"
"Pratt County, Kansas",""
"    Estimate","9,127"
"    Margin of Error","*****"
"Rawlins County, Kansas",""
"    Estimate","2,516"
"    Margin of Error","*****"
"Reno County, Kansas",""
"    Estimate","61,553"
"    Margin of Error","*****"
"Republic County, Kansas",""
"    Estimate","4,646"
"    Margin of Error","*****"
"Rice County, Kansas",""
"    Estimate","9,350"
"    Margin of Error","*****"
"Riley County, Kansas",""
"    Estimate","71,946"
"    Margin of Error","*****"
"Rooks County, Kansas",""
"    Estimate","4,813"
"    Margin of Error","*****"
"Rush County, Kansas",""
"    Estimate","2,947"
"    Margin of Error","±160"
"Russell County, Kansas",""
"    Estimate","6,679"
"    Margin of Error","*****"
"Saline County, Kansas",""
"    Estimate","53,668"
"    Margin of Error","*****"
"Scott County, Kansas",""
"    Estimate","5,027"
"    Margin of Error","*****"
"Sedgwick County, Kansas",""
"    Estimate","528,226"
"    Margin of Error","*****"
"Seward County, Kansas",""
"    Estimate","21,486"
"    Margin of Error","*****"
"Shawnee County, Kansas",""
"    Estimate","178,025"
"    Margin of Error","*****"
"Sheridan County, Kansas",""
"    Estimate","2,426"
"    Margin of Error","*****"
"Sherman County, Kansas",""
"    Estimate","5,858"
"    Margin of Error","*****"
"Smith County, Kansas",""
"    Estimate","3,552"
"    Margin of Error","*****"
"Stafford County, Kansas",""
"    Estimate","3,978"
"    Margin of Error","*****"
"Stanton County, Kansas",""
"    Estimate","2,038"
"    Margin of Error","*****"
"Stevens County, Kansas",""
"    Estimate","5,162"
"    Margin of Error","*****"
"Sumner County, Kansas",""
"    Estimate","22,353"
"    Margin of Error","*****"
"Thomas County, Kansas",""
"    Estimate","7,885"
"    Margin of Error","*****"
"Trego County, Kansas",""
"    Estimate","2,777"
"    Margin of Error","*****"
"Wabaunsee County, Kansas",""
"    Estimate","7,009"
"    Margin of Error","*****"
"Wallace County, Kansas",""
"    Estimate","1,417"
"    Margin of Error","±122"
"Washington County, Kansas",""
"    Estimate","5,533"
"    Margin of Error","*****"
"Wichita County, Kansas",""
"    Estimate","2,091"
"    Margin of Error","*****"
"Wilson County, Kansas",""
"    Estimate","8,505"
"    Margin of Error","*****"
"Woodson County, Kansas",""
"    Estimate","3,109"
"    Margin of Error","*****"
"Wyandotte County, Kansas",""
"    Estimate","167,654"
"    Margin of Error","*****"
"Adair County, Kentucky",""
"    Estimate","19,089"
"    Margin of Error","*****"
"Allen County, Kentucky",""
"    Estimate","21,293"
"    Margin of Error","*****"
"Anderson County, Kentucky",""
"    Estimate","24,353"
"    Margin of Error","*****"
"Ballard County, Kentucky",""
"    Estimate","7,654"
"    Margin of Error","*****"
"Barren County, Kentucky",""
"    Estimate","44,938"
"    Margin of Error","*****"
"Bath County, Kentucky",""
"    Estimate","12,851"
"    Margin of Error","*****"
"Bell County, Kentucky",""
"    Estimate","23,509"
"    Margin of Error","*****"
"Boone County, Kentucky",""
"    Estimate","139,841"
"    Margin of Error","*****"
"Bourbon County, Kentucky",""
"    Estimate","20,240"
"    Margin of Error","*****"
"Boyd County, Kentucky",""
"    Estimate","47,911"
"    Margin of Error","*****"
"Boyle County, Kentucky",""
"    Estimate","30,941"
"    Margin of Error","*****"
"Bracken County, Kentucky",""
"    Estimate","8,444"
"    Margin of Error","*****"
"Breathitt County, Kentucky",""
"    Estimate","13,276"
"    Margin of Error","*****"
"Breckinridge County, Kentucky",""
"    Estimate","20,881"
"    Margin of Error","*****"
"Bullitt County, Kentucky",""
"    Estimate","84,027"
"    Margin of Error","*****"
"Butler County, Kentucky",""
"    Estimate","12,393"
"    Margin of Error","*****"
"Caldwell County, Kentucky",""
"    Estimate","12,618"
"    Margin of Error","*****"
"Calloway County, Kentucky",""
"    Estimate","38,224"
"    Margin of Error","*****"
"Campbell County, Kentucky",""
"    Estimate","93,426"
"    Margin of Error","*****"
"Carlisle County, Kentucky",""
"    Estimate","4,762"
"    Margin of Error","*****"
"Carroll County, Kentucky",""
"    Estimate","10,954"
"    Margin of Error","*****"
"Carter County, Kentucky",""
"    Estimate","26,341"
"    Margin of Error","*****"
"Casey County, Kentucky",""
"    Estimate","15,914"
"    Margin of Error","*****"
"Christian County, Kentucky",""
"    Estimate","72,069"
"    Margin of Error","*****"
"Clark County, Kentucky",""
"    Estimate","37,192"
"    Margin of Error","*****"
"Clay County, Kentucky",""
"    Estimate","19,921"
"    Margin of Error","*****"
"Clinton County, Kentucky",""
"    Estimate","9,202"
"    Margin of Error","*****"
"Crittenden County, Kentucky",""
"    Estimate","8,979"
"    Margin of Error","*****"
"Cumberland County, Kentucky",""
"    Estimate","5,948"
"    Margin of Error","*****"
"Daviess County, Kentucky",""
"    Estimate","103,648"
"    Margin of Error","*****"
"Edmonson County, Kentucky",""
"    Estimate","12,355"
"    Margin of Error","*****"
"Elliott County, Kentucky",""
"    Estimate","7,307"
"    Margin of Error","*****"
"Estill County, Kentucky",""
"    Estimate","14,035"
"    Margin of Error","*****"
"Fayette County, Kentucky",""
"    Estimate","323,725"
"    Margin of Error","*****"
"Fleming County, Kentucky",""
"    Estimate","15,323"
"    Margin of Error","*****"
"Floyd County, Kentucky",""
"    Estimate","35,224"
"    Margin of Error","*****"
"Franklin County, Kentucky",""
"    Estimate","51,842"
"    Margin of Error","*****"
"Fulton County, Kentucky",""
"    Estimate","6,409"
"    Margin of Error","*****"
"Gallatin County, Kentucky",""
"    Estimate","8,769"
"    Margin of Error","*****"
"Garrard County, Kentucky",""
"    Estimate","17,568"
"    Margin of Error","*****"
"Grant County, Kentucky",""
"    Estimate","25,418"
"    Margin of Error","*****"
"Graves County, Kentucky",""
"    Estimate","36,630"
"    Margin of Error","*****"
"Grayson County, Kentucky",""
"    Estimate","26,707"
"    Margin of Error","*****"
"Green County, Kentucky",""
"    Estimate","11,369"
"    Margin of Error","*****"
"Greenup County, Kentucky",""
"    Estimate","35,501"
"    Margin of Error","*****"
"Hancock County, Kentucky",""
"    Estimate","9,034"
"    Margin of Error","*****"
"Hardin County, Kentucky",""
"    Estimate","111,942"
"    Margin of Error","*****"
"Harlan County, Kentucky",""
"    Estimate","25,772"
"    Margin of Error","*****"
"Harrison County, Kentucky",""
"    Estimate","19,140"
"    Margin of Error","*****"
"Hart County, Kentucky",""
"    Estimate","19,603"
"    Margin of Error","*****"
"Henderson County, Kentucky",""
"    Estimate","44,280"
"    Margin of Error","*****"
"Henry County, Kentucky",""
"    Estimate","15,856"
"    Margin of Error","*****"
"Hickman County, Kentucky",""
"    Estimate","4,439"
"    Margin of Error","*****"
"Hopkins County, Kentucky",""
"    Estimate","45,119"
"    Margin of Error","*****"
"Jackson County, Kentucky",""
"    Estimate","13,086"
"    Margin of Error","*****"
"Jefferson County, Kentucky",""
"    Estimate","783,022"
"    Margin of Error","*****"
"Jessamine County, Kentucky",""
"    Estimate","54,588"
"    Margin of Error","*****"
"Johnson County, Kentucky",""
"    Estimate","22,334"
"    Margin of Error","*****"
"Kenton County, Kentucky",""
"    Estimate","171,288"
"    Margin of Error","*****"
"Knott County, Kentucky",""
"    Estimate","13,830"
"    Margin of Error","*****"
"Knox County, Kentucky",""
"    Estimate","29,865"
"    Margin of Error","*****"
"Larue County, Kentucky",""
"    Estimate","15,107"
"    Margin of Error","*****"
"Laurel County, Kentucky",""
"    Estimate","62,983"
"    Margin of Error","*****"
"Lawrence County, Kentucky",""
"    Estimate","16,077"
"    Margin of Error","*****"
"Lee County, Kentucky",""
"    Estimate","7,339"
"    Margin of Error","*****"
"Leslie County, Kentucky",""
"    Estimate","10,079"
"    Margin of Error","*****"
"Letcher County, Kentucky",""
"    Estimate","20,808"
"    Margin of Error","*****"
"Lewis County, Kentucky",""
"    Estimate","12,965"
"    Margin of Error","*****"
"Lincoln County, Kentucky",""
"    Estimate","24,504"
"    Margin of Error","*****"
"Livingston County, Kentucky",""
"    Estimate","8,903"
"    Margin of Error","*****"
"Logan County, Kentucky",""
"    Estimate","27,986"
"    Margin of Error","*****"
"Lyon County, Kentucky",""
"    Estimate","8,900"
"    Margin of Error","*****"
"McCracken County, Kentucky",""
"    Estimate","67,564"
"    Margin of Error","*****"
"McCreary County, Kentucky",""
"    Estimate","16,867"
"    Margin of Error","*****"
"McLean County, Kentucky",""
"    Estimate","9,114"
"    Margin of Error","*****"
